SCHOOL_YEAR,LEVEL_CODE,DIV_NUMBER,DIV_NAME,SCH_NUMBER,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,COHORT_GRADUATE_CNT,PS_CREDIT_DE_CNT,PS_UNKN_DE_CNT,PS_CREDIT_WO_DE_CNT,PS_UNKN_WO_DE_CNT
2007-2008,SCH,1,Accomack County,70,Nandua High,3,F,N,N,Y,12,7,0,7,0
2007-2008,SCH,1,Accomack County,70,Nandua High,5,F,N,N,N,15,11,0,11,0
2007-2008,SCH,1,Accomack County,70,Nandua High,5,M,N,N,N,10,7,0,6,0
2007-2008,SCH,2,Albemarle County,880,Albemarle High,5,F,N,N,N,78,65,1,65,1
2007-2008,SCH,2,Albemarle County,880,Albemarle High,5,M,N,N,N,56,46,0,46,0
2007-2008,SCH,2,Albemarle County,140,Western Albemarle High,5,F,N,N,N,55,49,0,48,0
2007-2008,SCH,2,Albemarle County,140,Western Albemarle High,5,M,N,N,N,40,32,0,32,0
2007-2008,SCH,2,Albemarle County,1052,Monticello High,5,F,N,N,N,48,35,1,35,0
2007-2008,SCH,2,Albemarle County,1052,Monticello High,5,M,N,N,N,28,20,0,20,0
2007-2008,SCH,3,Alleghany County,310,Alleghany High,5,F,N,N,N,25,15,0,14,0
2007-2008,SCH,3,Alleghany County,310,Alleghany High,5,M,N,N,N,33,24,0,23,0
2007-2008,SCH,4,Amelia County,10,Amelia County High,5,F,N,N,N,17,10,0,10,0
2007-2008,SCH,5,Amherst County,750,Amherst County High,5,F,N,N,N,42,25,0,25,0
2007-2008,SCH,5,Amherst County,750,Amherst County High,5,M,N,N,N,28,19,1,19,1
2007-2008,SCH,6,Appomattox County,260,Appomattox County High,5,F,N,N,N,28,14,0,13,0
2007-2008,SCH,6,Appomattox County,260,Appomattox County High,5,M,N,N,N,19,16,0,15,0
2007-2008,SCH,7,Arlington County,80,Washington-Lee High,4,F,N,N,N,10,7,1,7,1
2007-2008,SCH,7,Arlington County,80,Washington-Lee High,5,F,N,N,N,30,27,0,27,0
2007-2008,SCH,7,Arlington County,80,Washington-Lee High,5,M,N,N,N,19,12,1,12,1
2007-2008,SCH,7,Arlington County,330,Yorktown High,5,F,N,N,N,46,41,0,41,0
2007-2008,SCH,7,Arlington County,330,Yorktown High,5,M,N,N,N,56,53,0,53,0
2007-2008,SCH,8,Augusta County,730,Stuarts Draft High,5,F,N,N,N,29,17,1,17,1
2007-2008,SCH,8,Augusta County,730,Stuarts Draft High,5,M,N,N,N,16,9,0,9,0
2007-2008,SCH,8,Augusta County,660,Buffalo Gap High,5,F,N,N,N,11,5,0,5,0
2007-2008,SCH,8,Augusta County,660,Buffalo Gap High,5,M,N,N,N,16,10,0,10,0
2007-2008,SCH,8,Augusta County,670,Fort Defiance High,5,F,N,N,N,26,19,0,19,0
2007-2008,SCH,8,Augusta County,670,Fort Defiance High,5,M,N,N,N,26,18,0,18,0
2007-2008,SCH,8,Augusta County,680,Riverheads High,5,F,N,N,N,26,13,1,13,1
2007-2008,SCH,8,Augusta County,680,Riverheads High,5,M,N,N,N,12,5,0,5,0
2007-2008,SCH,8,Augusta County,720,Wilson Memorial High,5,F,N,N,N,19,11,1,10,0
2007-2008,SCH,8,Augusta County,720,Wilson Memorial High,5,M,N,N,N,14,8,0,8,0
2007-2008,SCH,10,Bedford County,1180,Liberty High,5,F,N,N,N,27,18,0,18,0
2007-2008,SCH,10,Bedford County,1180,Liberty High,5,M,N,N,N,20,14,0,14,0
2007-2008,SCH,10,Bedford County,1190,Staunton River High,5,F,N,N,N,24,16,0,16,0
2007-2008,SCH,10,Bedford County,1190,Staunton River High,5,M,N,N,N,16,8,0,7,0
2007-2008,SCH,10,Bedford County,1212,Jefferson Forest High,5,F,N,N,N,68,52,1,50,1
2007-2008,SCH,10,Bedford County,1212,Jefferson Forest High,5,M,N,N,N,65,45,0,42,0
2007-2008,SCH,12,Botetourt County,430,James River High,5,F,N,N,N,21,12,0,12,0
2007-2008,SCH,12,Botetourt County,430,James River High,5,M,N,N,N,19,10,0,9,0
2007-2008,SCH,12,Botetourt County,440,Lord Botetourt High,5,F,N,N,N,55,39,0,38,0
2007-2008,SCH,12,Botetourt County,440,Lord Botetourt High,5,M,N,N,N,53,33,0,33,0
2007-2008,SCH,13,Brunswick County,650,Brunswick High,3,F,N,N,Y,15,8,0,8,0
2007-2008,SCH,14,Buchanan County,990,Grundy High,5,F,N,N,N,11,7,0,7,0
2007-2008,SCH,14,Buchanan County,990,Grundy High,5,M,N,N,N,13,7,1,6,1
2007-2008,SCH,14,Buchanan County,990,Grundy High,5,F,N,N,Y,10,4,1,4,0
2007-2008,SCH,14,Buchanan County,990,Grundy High,5,M,N,N,Y,11,6,0,6,0
2007-2008,SCH,15,Buckingham County,700,Buckingham County High,5,F,N,N,N,10,7,1,7,1
2007-2008,SCH,16,Campbell County,200,Altavista High,5,F,N,N,N,14,7,1,6,1
2007-2008,SCH,16,Campbell County,200,Altavista High,5,M,N,N,N,18,13,0,12,0
2007-2008,SCH,16,Campbell County,222,Rustburg High,5,F,N,N,N,22,15,0,14,0
2007-2008,SCH,16,Campbell County,222,Rustburg High,5,M,N,N,N,24,16,0,15,0
2007-2008,SCH,16,Campbell County,542,William Campbell High,5,M,N,N,N,13,2,0,2,0
2007-2008,SCH,16,Campbell County,720,Brookville High,5,F,N,N,N,46,30,0,30,0
2007-2008,SCH,16,Campbell County,720,Brookville High,5,M,N,N,N,50,36,0,34,0
2007-2008,SCH,17,Caroline County,460,Caroline High,3,F,N,N,N,21,12,1,12,1
2007-2008,SCH,17,Caroline County,460,Caroline High,3,M,N,N,N,13,5,0,5,0
2007-2008,SCH,17,Caroline County,460,Caroline High,5,F,N,N,N,26,16,1,16,1
2007-2008,SCH,17,Caroline County,460,Caroline High,5,M,N,N,N,12,6,0,6,0
2007-2008,SCH,18,Carroll County,1230,Carroll County High,5,F,N,N,N,28,19,1,19,1
2007-2008,SCH,18,Carroll County,1230,Carroll County High,5,M,N,N,N,26,17,1,16,1
2007-2008,SCH,18,Carroll County,1230,Carroll County High,5,F,N,N,Y,18,11,0,9,0
2007-2008,SCH,20,Charlotte County,460,Randolph Henry High,3,F,N,N,Y,10,8,0,8,0
2007-2008,SCH,20,Charlotte County,460,Randolph Henry High,5,F,N,N,N,21,15,0,12,0
2007-2008,SCH,20,Charlotte County,460,Randolph Henry High,5,M,N,N,N,14,8,0,7,0
2007-2008,SCH,21,Chesterfield County,530,Matoaca High,3,F,N,N,N,20,13,0,13,0
2007-2008,SCH,21,Chesterfield County,530,Matoaca High,3,M,N,N,N,21,10,0,10,0
2007-2008,SCH,21,Chesterfield County,530,Matoaca High,5,F,N,N,N,57,42,0,41,0
2007-2008,SCH,21,Chesterfield County,530,Matoaca High,5,M,N,N,N,58,39,0,38,0
2007-2008,SCH,21,Chesterfield County,580,Meadowbrook High,3,F,N,N,N,39,25,0,25,0
2007-2008,SCH,21,Chesterfield County,580,Meadowbrook High,3,M,N,N,N,23,8,1,8,1
2007-2008,SCH,21,Chesterfield County,580,Meadowbrook High,3,F,N,N,Y,10,7,0,6,0
2007-2008,SCH,21,Chesterfield County,580,Meadowbrook High,5,F,N,N,N,11,8,0,8,0
2007-2008,SCH,21,Chesterfield County,610,Thomas Dale High,3,F,N,N,N,21,11,1,11,1
2007-2008,SCH,21,Chesterfield County,610,Thomas Dale High,3,M,N,N,N,11,6,0,6,0
2007-2008,SCH,21,Chesterfield County,610,Thomas Dale High,5,F,N,N,N,101,76,1,75,1
2007-2008,SCH,21,Chesterfield County,610,Thomas Dale High,5,M,N,N,N,63,40,0,40,0
2007-2008,SCH,21,Chesterfield County,610,Thomas Dale High,5,F,Y,N,N,12,2,0,2,0
2007-2008,SCH,21,Chesterfield County,632,Manchester High,3,F,N,N,N,31,20,0,20,0
2007-2008,SCH,21,Chesterfield County,632,Manchester High,3,M,N,N,N,18,8,0,8,0
2007-2008,SCH,21,Chesterfield County,632,Manchester High,5,F,N,N,N,82,66,0,66,0
2007-2008,SCH,21,Chesterfield County,632,Manchester High,5,M,N,N,N,64,36,1,36,1
2007-2008,SCH,21,Chesterfield County,740,Clover Hill High,3,F,N,N,N,13,6,0,6,0
2007-2008,SCH,21,Chesterfield County,740,Clover Hill High,5,F,N,N,N,51,42,0,42,0
2007-2008,SCH,21,Chesterfield County,740,Clover Hill High,5,M,N,N,N,73,54,2,54,2
2007-2008,SCH,21,Chesterfield County,280,Monacan High,3,F,N,N,N,15,9,0,9,0
2007-2008,SCH,21,Chesterfield County,280,Monacan High,3,M,N,N,N,11,7,1,7,1
2007-2008,SCH,21,Chesterfield County,280,Monacan High,5,F,N,N,N,67,50,0,50,0
2007-2008,SCH,21,Chesterfield County,280,Monacan High,5,M,N,N,N,61,45,0,44,0
2007-2008,SCH,21,Chesterfield County,320,Midlothian High,5,F,N,N,N,93,83,0,83,0
2007-2008,SCH,21,Chesterfield County,320,Midlothian High,5,M,N,N,N,80,62,1,62,1
2007-2008,SCH,21,Chesterfield County,10,Lloyd C. Bird High,3,F,N,N,N,25,15,0,15,0
2007-2008,SCH,21,Chesterfield County,10,Lloyd C. Bird High,3,M,N,N,N,13,5,0,5,0
2007-2008,SCH,21,Chesterfield County,10,Lloyd C. Bird High,5,F,N,N,N,43,30,0,30,0
2007-2008,SCH,21,Chesterfield County,10,Lloyd C. Bird High,5,M,N,N,N,36,29,0,28,0
2007-2008,SCH,21,Chesterfield County,770,James River High,3,F,N,N,N,16,11,0,11,0
2007-2008,SCH,21,Chesterfield County,770,James River High,5,F,N,N,N,100,77,1,76,1
2007-2008,SCH,21,Chesterfield County,770,James River High,5,M,N,N,N,89,68,0,67,0
2007-2008,SCH,21,Chesterfield County,840,Cosby High,5,F,N,N,N,96,75,0,73,0
2007-2008,SCH,21,Chesterfield County,840,Cosby High,5,M,N,N,N,81,62,0,62,0
2007-2008,SCH,22,Clarke County,10,Clarke County High,5,F,N,N,N,31,23,0,22,0
2007-2008,SCH,22,Clarke County,10,Clarke County High,5,M,N,N,N,23,17,0,17,0
2007-2008,SCH,23,Craig County,11,Craig County High,5,F,N,N,N,10,7,0,7,0
2007-2008,SCH,24,Culpeper County,480,Culpeper County High,5,F,N,N,N,82,59,0,59,0
2007-2008,SCH,24,Culpeper County,480,Culpeper County High,5,M,N,N,N,58,35,1,35,1
2007-2008,SCH,26,Dickenson County,120,Haysi High,5,F,N,N,N,14,8,0,7,0
2007-2008,SCH,26,Dickenson County,271,Clintwood High,5,F,N,N,N,17,10,0,10,0
2007-2008,SCH,26,Dickenson County,271,Clintwood High,5,M,N,N,N,10,8,0,8,0
2007-2008,SCH,27,Dinwiddie County,500,Dinwiddie County High,3,F,N,N,N,17,10,0,10,0
2007-2008,SCH,27,Dinwiddie County,500,Dinwiddie County High,3,M,N,N,N,10,6,0,6,0
2007-2008,SCH,27,Dinwiddie County,500,Dinwiddie County High,5,F,N,N,N,32,19,1,18,1
2007-2008,SCH,27,Dinwiddie County,500,Dinwiddie County High,5,M,N,N,N,16,11,0,10,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,0,F,N,N,N,16,11,0,11,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,2,F,N,N,N,14,12,0,12,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,2,M,N,N,N,13,12,0,12,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,5,F,N,N,N,89,74,0,74,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,5,M,N,N,N,65,48,1,48,1
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,5,F,Y,N,N,12,8,0,8,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,5,M,Y,N,N,14,5,0,5,0
2007-2008,SCH,29,Fairfax County,1990,South Lakes High,5,F,N,N,N,32,28,0,28,0
2007-2008,SCH,29,Fairfax County,1990,South Lakes High,5,M,N,N,N,34,27,0,27,0
2007-2008,SCH,29,Fairfax County,1800,Hayfield Secondary,2,M,N,N,N,10,10,0,10,0
2007-2008,SCH,29,Fairfax County,1800,Hayfield Secondary,5,F,N,N,N,31,27,0,27,0
2007-2008,SCH,29,Fairfax County,1800,Hayfield Secondary,5,M,N,N,N,30,22,1,22,1
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,0,F,N,N,N,11,9,0,9,0
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,2,F,N,N,N,16,14,0,14,0
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,2,M,N,N,N,10,8,0,8,0
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,3,F,N,N,N,12,10,0,10,0
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,5,F,N,N,N,61,52,1,52,1
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,5,M,N,N,N,56,38,2,38,2
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,5,M,Y,N,N,10,5,0,5,0
2007-2008,SCH,29,Fairfax County,1710,Oakton High,2,F,N,N,N,14,12,0,12,0
2007-2008,SCH,29,Fairfax County,1710,Oakton High,2,M,N,N,N,15,13,1,13,1
2007-2008,SCH,29,Fairfax County,1710,Oakton High,5,F,N,N,N,91,83,0,83,0
2007-2008,SCH,29,Fairfax County,1710,Oakton High,5,M,N,N,N,71,50,3,50,3
2007-2008,SCH,29,Fairfax County,1710,Oakton High,5,M,Y,N,N,12,10,0,10,0
2007-2008,SCH,29,Fairfax County,1371,Thomas Jefferson High,2,F,N,N,N,26,25,0,25,0
2007-2008,SCH,29,Fairfax County,1371,Thomas Jefferson High,2,M,N,N,N,22,22,0,22,0
2007-2008,SCH,29,Fairfax County,1371,Thomas Jefferson High,5,F,N,N,N,38,38,0,38,0
2007-2008,SCH,29,Fairfax County,1371,Thomas Jefferson High,5,M,N,N,N,70,66,0,66,0
2007-2008,SCH,29,Fairfax County,1460,Langley High,2,F,N,N,N,10,10,0,10,0
2007-2008,SCH,29,Fairfax County,1460,Langley High,2,M,N,N,N,16,16,0,16,0
2007-2008,SCH,29,Fairfax County,1460,Langley High,5,F,N,N,N,52,48,0,48,0
2007-2008,SCH,29,Fairfax County,1460,Langley High,5,M,N,N,N,50,42,0,42,0
2007-2008,SCH,29,Fairfax County,1060,Madison High,5,F,N,N,N,75,67,2,67,2
2007-2008,SCH,29,Fairfax County,1060,Madison High,5,M,N,N,N,76,68,1,68,1
2007-2008,SCH,29,Fairfax County,1060,Madison High,5,M,Y,N,N,10,3,1,3,1
2007-2008,SCH,29,Fairfax County,1070,Stuart High,5,F,N,N,N,11,9,0,9,0
2007-2008,SCH,29,Fairfax County,1100,Falls Church High,5,F,N,N,N,21,16,0,16,0
2007-2008,SCH,29,Fairfax County,1100,Falls Church High,5,M,N,N,N,14,8,1,8,1
2007-2008,SCH,29,Fairfax County,1260,Woodson High,2,F,N,N,N,13,12,0,12,0
2007-2008,SCH,29,Fairfax County,1260,Woodson High,2,M,N,N,N,11,9,0,9,0
2007-2008,SCH,29,Fairfax County,1260,Woodson High,5,F,N,N,N,62,53,0,53,0
2007-2008,SCH,29,Fairfax County,1260,Woodson High,5,M,N,N,N,73,60,2,60,2
2007-2008,SCH,29,Fairfax County,1260,Woodson High,5,M,Y,N,N,17,10,1,10,1
2007-2008,SCH,29,Fairfax County,1270,Edison High,5,F,N,N,N,32,26,1,26,1
2007-2008,SCH,29,Fairfax County,1270,Edison High,5,M,N,N,N,43,31,1,31,1
2007-2008,SCH,29,Fairfax County,1290,Marshall High,5,F,N,N,N,35,35,0,35,0
2007-2008,SCH,29,Fairfax County,1290,Marshall High,5,M,N,N,N,32,26,2,26,2
2007-2008,SCH,29,Fairfax County,790,McLean High,2,M,N,N,N,12,10,0,10,0
2007-2008,SCH,29,Fairfax County,790,McLean High,5,F,N,N,N,37,34,1,34,1
2007-2008,SCH,29,Fairfax County,790,McLean High,5,M,N,N,N,41,29,2,29,2
2007-2008,SCH,29,Fairfax County,900,West Potomac High,5,F,N,N,N,49,41,0,41,0
2007-2008,SCH,29,Fairfax County,900,West Potomac High,5,M,N,N,N,40,35,0,35,0
2007-2008,SCH,29,Fairfax County,1020,Lee High,2,M,N,N,N,17,11,2,11,2
2007-2008,SCH,29,Fairfax County,1020,Lee High,5,F,N,N,N,40,33,0,33,0
2007-2008,SCH,29,Fairfax County,1020,Lee High,5,M,N,N,N,36,31,0,31,0
2007-2008,SCH,29,Fairfax County,660,Annandale High,5,F,N,N,N,32,25,1,25,1
2007-2008,SCH,29,Fairfax County,660,Annandale High,5,M,N,N,N,35,27,1,27,1
2007-2008,SCH,29,Fairfax County,200,Centreville High,2,F,N,N,N,22,19,0,19,0
2007-2008,SCH,29,Fairfax County,200,Centreville High,2,M,N,N,N,17,11,0,11,0
2007-2008,SCH,29,Fairfax County,200,Centreville High,2,F,N,Y,N,10,9,0,9,0
2007-2008,SCH,29,Fairfax County,200,Centreville High,2,M,N,Y,N,15,10,2,10,2
2007-2008,SCH,29,Fairfax County,200,Centreville High,5,F,N,N,N,74,63,0,63,0
2007-2008,SCH,29,Fairfax County,200,Centreville High,5,M,N,N,N,53,42,0,42,0
2007-2008,SCH,29,Fairfax County,420,Mount Vernon High,3,M,N,N,N,15,9,0,9,0
2007-2008,SCH,29,Fairfax County,420,Mount Vernon High,5,F,N,N,N,19,15,0,15,0
2007-2008,SCH,29,Fairfax County,420,Mount Vernon High,5,M,N,N,N,18,13,0,13,0
2007-2008,SCH,29,Fairfax County,20,Fairfax High,2,F,N,N,N,13,10,0,10,0
2007-2008,SCH,29,Fairfax County,20,Fairfax High,2,M,N,N,N,11,7,0,7,0
2007-2008,SCH,29,Fairfax County,20,Fairfax High,2,M,N,Y,N,12,10,0,10,0
2007-2008,SCH,29,Fairfax County,20,Fairfax High,5,F,N,N,N,50,46,0,46,0
2007-2008,SCH,29,Fairfax County,20,Fairfax High,5,M,N,N,N,33,26,0,25,0
2007-2008,SCH,29,Fairfax County,32,Herndon High,2,M,N,N,N,13,10,0,10,0
2007-2008,SCH,29,Fairfax County,32,Herndon High,5,F,N,N,N,79,72,0,72,0
2007-2008,SCH,29,Fairfax County,32,Herndon High,5,M,N,N,N,68,49,1,49,1
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,2,F,N,N,N,18,18,0,18,0
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,2,M,N,N,N,36,33,1,33,1
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,5,F,N,N,N,76,67,1,67,1
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,5,M,N,N,N,93,77,0,77,0
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,5,M,Y,N,N,14,11,0,11,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,2,F,N,N,N,20,17,0,17,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,2,M,N,N,N,21,19,0,19,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,2,F,N,Y,N,14,13,0,13,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,2,M,N,Y,N,18,16,0,16,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,5,F,N,N,N,109,99,0,99,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,5,M,N,N,N,78,67,1,67,1
2007-2008,SCH,29,Fairfax County,2228,Westfield High,2,F,N,N,N,12,11,0,11,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,2,M,N,N,N,18,15,0,15,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,2,M,N,Y,N,11,10,0,10,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,3,F,N,N,N,12,8,0,8,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,5,F,N,N,N,104,89,2,89,2
2007-2008,SCH,29,Fairfax County,2228,Westfield High,5,M,N,N,N,124,102,1,102,1
2007-2008,SCH,29,Fairfax County,2228,Westfield High,5,M,Y,N,N,15,9,0,9,0
2007-2008,SCH,29,Fairfax County,2241,South County Secondary,2,M,N,N,N,14,13,0,13,0
2007-2008,SCH,29,Fairfax County,2241,South County Secondary,3,F,N,N,N,16,11,0,11,0
2007-2008,SCH,29,Fairfax County,2241,South County Secondary,5,F,N,N,N,53,47,0,47,0
2007-2008,SCH,29,Fairfax County,2241,South County Secondary,5,M,N,N,N,43,35,0,35,0
2007-2008,SCH,30,Fauquier County,701,Fauquier High,5,F,N,N,N,65,53,0,53,0
2007-2008,SCH,30,Fauquier County,701,Fauquier High,5,M,N,N,N,73,49,0,49,0
2007-2008,SCH,30,Fauquier County,851,Liberty High,5,F,N,N,N,67,42,0,42,0
2007-2008,SCH,30,Fauquier County,851,Liberty High,5,M,N,N,N,50,23,0,23,0
2007-2008,SCH,31,Floyd County,660,Floyd County High,5,F,N,N,N,25,19,1,18,1
2007-2008,SCH,31,Floyd County,660,Floyd County High,5,M,N,N,N,12,8,0,8,0
2007-2008,SCH,32,Fluvanna County,260,Fluvanna County High,5,F,N,N,N,32,28,0,28,0
2007-2008,SCH,32,Fluvanna County,260,Fluvanna County High,5,M,N,N,N,18,13,0,12,0
2007-2008,SCH,33,Franklin County,1311,Franklin County High,5,F,N,N,N,61,44,0,43,0
2007-2008,SCH,33,Franklin County,1311,Franklin County High,5,M,N,N,N,56,36,0,36,0
2007-2008,SCH,34,Frederick County,30,James Wood High,5,F,N,N,N,60,36,0,36,0
2007-2008,SCH,34,Frederick County,30,James Wood High,5,M,N,N,N,47,27,0,27,0
2007-2008,SCH,34,Frederick County,581,Sherando High,5,F,N,N,N,60,43,0,42,0
2007-2008,SCH,34,Frederick County,581,Sherando High,5,M,N,N,N,47,34,1,33,1
2007-2008,SCH,34,Frederick County,584,Millbrook High,5,F,N,N,N,46,29,0,27,0
2007-2008,SCH,34,Frederick County,584,Millbrook High,5,M,N,N,N,46,28,0,28,0
2007-2008,SCH,35,Giles County,461,Giles High,5,F,N,N,N,18,15,0,14,0
2007-2008,SCH,35,Giles County,461,Giles High,5,M,N,N,N,16,13,0,13,0
2007-2008,SCH,36,Gloucester County,260,Gloucester High,5,F,N,N,N,71,42,2,38,2
2007-2008,SCH,36,Gloucester County,260,Gloucester High,5,M,N,N,N,49,26,0,25,0
2007-2008,SCH,37,Goochland County,220,Goochland High,3,F,N,N,N,10,6,0,6,0
2007-2008,SCH,37,Goochland County,220,Goochland High,5,F,N,N,N,19,12,0,12,0
2007-2008,SCH,37,Goochland County,220,Goochland High,5,M,N,N,N,25,19,0,18,0
2007-2008,SCH,38,Grayson County,421,Grayson County High,5,F,N,N,N,21,17,0,17,0
2007-2008,SCH,38,Grayson County,421,Grayson County High,5,M,N,N,N,20,14,0,12,0
2007-2008,SCH,38,Grayson County,421,Grayson County High,5,F,N,N,Y,16,9,0,6,0
2007-2008,SCH,39,Greene County,72,William Monroe High,5,F,N,N,N,23,15,0,13,0
2007-2008,SCH,39,Greene County,72,William Monroe High,5,M,N,N,N,21,7,0,7,0
2007-2008,SCH,40,Greensville County,200,Greensville County High,3,F,N,N,Y,13,6,0,6,0
2007-2008,SCH,40,Greensville County,200,Greensville County High,5,F,N,N,N,11,7,0,7,0
2007-2008,SCH,40,Greensville County,200,Greensville County High,5,M,N,N,N,11,10,0,10,0
2007-2008,SCH,41,Halifax County,10,Halifax County High,3,F,N,N,N,17,12,0,11,0
2007-2008,SCH,41,Halifax County,10,Halifax County High,3,F,N,N,Y,13,5,1,5,1
2007-2008,SCH,41,Halifax County,10,Halifax County High,5,F,N,N,N,30,22,0,22,0
2007-2008,SCH,41,Halifax County,10,Halifax County High,5,M,N,N,N,27,17,0,16,0
2007-2008,SCH,42,Hanover County,370,Lee Davis High,5,F,N,N,N,92,73,0,72,0
2007-2008,SCH,42,Hanover County,370,Lee Davis High,5,M,N,N,N,64,41,0,41,0
2007-2008,SCH,42,Hanover County,400,Patrick Henry High,3,F,N,N,N,11,7,0,7,0
2007-2008,SCH,42,Hanover County,400,Patrick Henry High,5,F,N,N,N,71,50,1,50,1
2007-2008,SCH,42,Hanover County,400,Patrick Henry High,5,M,N,N,N,62,43,1,43,1
2007-2008,SCH,42,Hanover County,62,Atlee High,5,F,N,N,N,92,75,0,75,0
2007-2008,SCH,42,Hanover County,62,Atlee High,5,M,N,N,N,75,52,1,52,1
2007-2008,SCH,42,Hanover County,554,Hanover High,5,F,N,N,N,96,69,0,69,0
2007-2008,SCH,42,Hanover County,554,Hanover High,5,M,N,N,N,62,46,0,45,0
2007-2008,SCH,42,Hanover County,554,Hanover High,5,M,Y,N,N,11,6,0,6,0
2007-2008,SCH,43,Henrico County,600,Tucker High,3,F,N,N,N,14,5,0,5,0
2007-2008,SCH,43,Henrico County,600,Tucker High,5,F,N,N,N,62,49,0,49,0
2007-2008,SCH,43,Henrico County,600,Tucker High,5,M,N,N,N,36,27,1,27,1
2007-2008,SCH,43,Henrico County,610,Henrico High,3,F,N,N,N,25,19,0,19,0
2007-2008,SCH,43,Henrico County,610,Henrico High,3,M,N,N,N,20,13,0,13,0
2007-2008,SCH,43,Henrico County,610,Henrico High,3,F,N,N,Y,10,3,0,3,0
2007-2008,SCH,43,Henrico County,610,Henrico High,5,F,N,N,N,23,20,0,20,0
2007-2008,SCH,43,Henrico County,610,Henrico High,5,M,N,N,N,22,18,0,18,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,3,F,N,N,N,35,22,0,22,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,3,M,N,N,N,11,6,0,6,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,5,F,N,N,N,57,42,0,42,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,5,M,N,N,N,24,17,0,17,0
2007-2008,SCH,43,Henrico County,410,Freeman High,5,F,N,N,N,61,50,0,50,0
2007-2008,SCH,43,Henrico County,410,Freeman High,5,M,N,N,N,54,45,0,45,0
2007-2008,SCH,43,Henrico County,580,Varina High,3,F,N,N,N,36,18,3,17,3
2007-2008,SCH,43,Henrico County,580,Varina High,3,M,N,N,N,18,7,0,6,0
2007-2008,SCH,43,Henrico County,580,Varina High,5,F,N,N,N,35,19,1,19,1
2007-2008,SCH,43,Henrico County,580,Varina High,5,M,N,N,N,14,7,1,7,1
2007-2008,SCH,43,Henrico County,140,Godwin High,5,F,N,N,N,100,83,0,83,0
2007-2008,SCH,43,Henrico County,140,Godwin High,5,M,N,N,N,81,59,0,58,0
2007-2008,SCH,43,Henrico County,190,Highland Springs High,3,F,N,N,N,28,19,0,18,0
2007-2008,SCH,43,Henrico County,190,Highland Springs High,3,M,N,N,N,16,7,0,7,0
2007-2008,SCH,43,Henrico County,190,Highland Springs High,3,F,N,N,Y,10,3,0,3,0
2007-2008,SCH,43,Henrico County,190,Highland Springs High,5,F,N,N,N,10,7,0,7,0
2007-2008,SCH,43,Henrico County,160,Deep Run High,5,F,N,N,N,113,99,0,99,0
2007-2008,SCH,43,Henrico County,160,Deep Run High,5,M,N,N,N,97,74,0,74,0
2007-2008,SCH,44,Henry County,10,Bassett High,3,F,N,N,Y,12,6,0,6,0
2007-2008,SCH,44,Henry County,10,Bassett High,5,F,N,N,N,36,21,0,19,0
2007-2008,SCH,44,Henry County,10,Bassett High,5,M,N,N,N,19,13,1,12,1
2007-2008,SCH,44,Henry County,20,Magna Vista High,3,F,N,N,N,11,3,0,3,0
2007-2008,SCH,44,Henry County,20,Magna Vista High,3,F,N,N,Y,12,4,0,4,0
2007-2008,SCH,44,Henry County,20,Magna Vista High,5,F,N,N,N,19,12,0,12,0
2007-2008,SCH,44,Henry County,20,Magna Vista High,5,M,N,N,N,15,9,0,9,0
