SCHOOL_YEAR,LEVEL_CODE,DIV_NUMBER,DIV_NAME,SCH_NUMBER,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,COHORT_GRADUATE_CNT,PS_CREDIT_DE_CNT,PS_UNKN_DE_CNT,PS_CREDIT_WO_DE_CNT,PS_UNKN_WO_DE_CNT
2007-2008,SCH,30,Fauquier County,701,Fauquier High,5,F,,N,,70,55,0,55,0
2007-2008,SCH,30,Fauquier County,701,Fauquier High,5,M,,N,,78,51,0,51,0
2007-2008,SCH,30,Fauquier County,851,Liberty High,5,F,,N,,69,43,0,43,0
2007-2008,SCH,30,Fauquier County,851,Liberty High,5,M,,N,,54,23,0,23,0
2007-2008,SCH,31,Floyd County,660,Floyd County High,5,F,,N,,28,22,1,21,1
2007-2008,SCH,31,Floyd County,660,Floyd County High,5,M,,N,,16,11,0,11,0
2007-2008,SCH,32,Fluvanna County,260,Fluvanna County High,5,F,,N,,34,29,0,29,0
2007-2008,SCH,32,Fluvanna County,260,Fluvanna County High,5,M,,N,,18,13,0,12,0
2007-2008,SCH,33,Franklin County,1311,Franklin County High,3,F,,N,,10,7,1,7,0
2007-2008,SCH,33,Franklin County,1311,Franklin County High,5,F,,N,,71,50,0,49,0
2007-2008,SCH,33,Franklin County,1311,Franklin County High,5,M,,N,,64,40,0,40,0
2007-2008,SCH,34,Frederick County,30,James Wood High,5,F,,N,,62,37,0,37,0
2007-2008,SCH,34,Frederick County,30,James Wood High,5,M,,N,,48,27,0,27,0
2007-2008,SCH,34,Frederick County,581,Sherando High,5,F,,N,,63,46,0,45,0
2007-2008,SCH,34,Frederick County,581,Sherando High,5,M,,N,,55,38,1,37,1
2007-2008,SCH,34,Frederick County,584,Millbrook High,5,F,,N,,50,31,0,29,0
2007-2008,SCH,34,Frederick County,584,Millbrook High,5,M,,N,,49,29,0,29,0
2007-2008,SCH,35,Giles County,461,Giles High,5,F,,N,,21,17,0,16,0
2007-2008,SCH,35,Giles County,461,Giles High,5,M,,N,,18,14,0,14,0
2007-2008,SCH,36,Gloucester County,260,Gloucester High,5,F,,N,,78,47,2,43,2
2007-2008,SCH,36,Gloucester County,260,Gloucester High,5,M,,N,,54,28,0,27,0
2007-2008,SCH,37,Goochland County,220,Goochland High,3,F,,N,,11,6,0,6,0
2007-2008,SCH,37,Goochland County,220,Goochland High,5,F,,N,,22,13,0,13,0
2007-2008,SCH,37,Goochland County,220,Goochland High,5,M,,N,,27,20,0,19,0
2007-2008,SCH,38,Grayson County,421,Grayson County High,5,F,,N,,38,26,0,23,0
2007-2008,SCH,38,Grayson County,421,Grayson County High,5,M,,N,,29,16,0,14,0
2007-2008,SCH,39,Greene County,72,William Monroe High,5,F,,N,,26,16,0,14,0
2007-2008,SCH,39,Greene County,72,William Monroe High,5,M,,N,,24,9,0,8,0
2007-2008,SCH,40,Greensville County,200,Greensville County High,3,F,,N,,21,11,0,11,0
2007-2008,SCH,40,Greensville County,200,Greensville County High,5,F,,N,,14,8,0,8,0
2007-2008,SCH,40,Greensville County,200,Greensville County High,5,M,,N,,11,10,0,10,0
2007-2008,SCH,41,Halifax County,10,Halifax County High,3,F,,N,,30,17,1,16,1
2007-2008,SCH,41,Halifax County,10,Halifax County High,3,M,,N,,13,4,1,4,1
2007-2008,SCH,41,Halifax County,10,Halifax County High,5,F,,N,,36,25,0,25,0
2007-2008,SCH,41,Halifax County,10,Halifax County High,5,M,,N,,32,22,0,20,0
2007-2008,SCH,42,Hanover County,370,Lee Davis High,5,F,,N,,94,73,0,72,0
2007-2008,SCH,42,Hanover County,370,Lee Davis High,5,M,,N,,65,41,0,41,0
2007-2008,SCH,42,Hanover County,400,Patrick Henry High,3,F,,N,,11,7,0,7,0
2007-2008,SCH,42,Hanover County,400,Patrick Henry High,5,F,,N,,73,51,1,51,1
2007-2008,SCH,42,Hanover County,400,Patrick Henry High,5,M,,N,,65,43,1,43,1
2007-2008,SCH,42,Hanover County,62,Atlee High,5,F,,N,,95,76,0,76,0
2007-2008,SCH,42,Hanover County,62,Atlee High,5,M,,N,,83,57,1,57,1
2007-2008,SCH,42,Hanover County,554,Hanover High,5,F,,N,,100,72,0,72,0
2007-2008,SCH,42,Hanover County,554,Hanover High,5,M,,N,,73,52,0,51,0
2007-2008,SCH,43,Henrico County,600,Tucker High,3,F,,N,,16,6,0,6,0
2007-2008,SCH,43,Henrico County,600,Tucker High,5,F,,N,,66,50,0,50,0
2007-2008,SCH,43,Henrico County,600,Tucker High,5,M,,N,,39,28,1,28,1
2007-2008,SCH,43,Henrico County,610,Henrico High,3,F,,N,,36,22,0,22,0
2007-2008,SCH,43,Henrico County,610,Henrico High,3,M,,N,,26,15,0,15,0
2007-2008,SCH,43,Henrico County,610,Henrico High,5,F,,N,,24,21,0,21,0
2007-2008,SCH,43,Henrico County,610,Henrico High,5,M,,N,,25,20,0,20,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,3,F,,N,,38,23,0,23,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,3,M,,N,,17,7,0,7,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,5,F,,N,,60,44,0,44,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,5,M,,N,,31,21,0,21,0
2007-2008,SCH,43,Henrico County,410,Freeman High,5,F,,N,,67,55,0,55,0
2007-2008,SCH,43,Henrico County,410,Freeman High,5,M,,N,,62,51,0,51,0
2007-2008,SCH,43,Henrico County,580,Varina High,3,F,,N,,45,21,3,20,3
2007-2008,SCH,43,Henrico County,580,Varina High,3,M,,N,,21,8,0,7,0
2007-2008,SCH,43,Henrico County,580,Varina High,5,F,,N,,35,19,1,19,1
2007-2008,SCH,43,Henrico County,580,Varina High,5,M,,N,,16,7,1,7,1
2007-2008,SCH,43,Henrico County,140,Godwin High,5,F,,N,,109,88,0,88,0
2007-2008,SCH,43,Henrico County,140,Godwin High,5,M,,N,,92,65,0,64,0
2007-2008,SCH,43,Henrico County,190,Highland Springs High,3,F,,N,,39,23,0,22,0
2007-2008,SCH,43,Henrico County,190,Highland Springs High,3,M,,N,,20,9,0,9,0
2007-2008,SCH,43,Henrico County,190,Highland Springs High,5,F,,N,,10,7,0,7,0
2007-2008,SCH,43,Henrico County,160,Deep Run High,2,M,,N,,10,10,0,10,0
2007-2008,SCH,43,Henrico County,160,Deep Run High,5,F,,N,,115,101,0,101,0
2007-2008,SCH,43,Henrico County,160,Deep Run High,5,M,,N,,100,75,0,75,0
2007-2008,SCH,44,Henry County,10,Bassett High,3,F,,N,,15,9,0,9,0
2007-2008,SCH,44,Henry County,10,Bassett High,5,F,,N,,41,22,0,20,0
2007-2008,SCH,44,Henry County,10,Bassett High,5,M,,N,,30,22,1,20,1
2007-2008,SCH,44,Henry County,20,Magna Vista High,3,F,,N,,23,7,0,7,0
2007-2008,SCH,44,Henry County,20,Magna Vista High,3,M,,N,,17,8,0,8,0
2007-2008,SCH,44,Henry County,20,Magna Vista High,5,F,,N,,28,15,0,15,0
2007-2008,SCH,44,Henry County,20,Magna Vista High,5,M,,N,,22,12,0,11,0
2007-2008,SCH,46,Isle of Wight County,40,Smithfield High,3,F,,N,,20,15,0,15,0
2007-2008,SCH,46,Isle of Wight County,40,Smithfield High,3,M,,N,,11,7,0,7,0
2007-2008,SCH,46,Isle of Wight County,40,Smithfield High,5,F,,N,,50,37,0,37,0
2007-2008,SCH,46,Isle of Wight County,40,Smithfield High,5,M,,N,,45,29,0,29,0
2007-2008,SCH,46,Isle of Wight County,250,Windsor High,5,F,,N,,21,8,0,8,0
2007-2008,SCH,46,Isle of Wight County,250,Windsor High,5,M,,N,,12,5,1,5,1
2007-2008,SCH,48,King George County,120,King George High,3,F,,N,,12,5,0,5,0
2007-2008,SCH,48,King George County,120,King George High,5,F,,N,,43,35,0,34,0
2007-2008,SCH,48,King George County,120,King George High,5,M,,N,,35,26,1,26,1
2007-2008,SCH,50,King William County,130,King William High,3,F,,N,,10,7,0,7,0
2007-2008,SCH,50,King William County,130,King William High,5,F,,N,,33,23,0,23,0
2007-2008,SCH,50,King William County,130,King William High,5,M,,N,,15,11,0,11,0
2007-2008,SCH,51,Lancaster County,10,Lancaster High,5,F,,N,,20,18,0,17,0
2007-2008,SCH,51,Lancaster County,10,Lancaster High,5,M,,N,,20,10,1,8,1
2007-2008,SCH,52,Lee County,300,Lee High,5,F,,N,,35,15,0,13,0
2007-2008,SCH,52,Lee County,300,Lee High,5,M,,N,,22,11,1,11,1
2007-2008,SCH,53,Loudoun County,660,Loudoun County High,5,F,,N,,58,50,0,50,0
2007-2008,SCH,53,Loudoun County,660,Loudoun County High,5,M,,N,,47,36,0,36,0
2007-2008,SCH,53,Loudoun County,680,Loudoun Valley High,5,F,,N,,120,93,0,93,0
2007-2008,SCH,53,Loudoun County,680,Loudoun Valley High,5,M,,N,,92,70,1,70,1
2007-2008,SCH,53,Loudoun County,740,Broad Run High,5,F,,N,,58,46,0,46,0
2007-2008,SCH,53,Loudoun County,740,Broad Run High,5,M,,N,,62,41,1,41,1
2007-2008,SCH,53,Loudoun County,60,Park View High,2,F,,N,,12,11,0,11,0
2007-2008,SCH,53,Loudoun County,60,Park View High,2,M,,N,,10,7,0,7,0
2007-2008,SCH,53,Loudoun County,60,Park View High,3,F,,N,,11,4,0,4,0
2007-2008,SCH,53,Loudoun County,60,Park View High,5,F,,N,,40,33,1,33,1
2007-2008,SCH,53,Loudoun County,60,Park View High,5,M,,N,,40,31,1,31,1
2007-2008,SCH,53,Loudoun County,140,Potomac Falls High,2,F,,N,,10,9,0,9,0
2007-2008,SCH,53,Loudoun County,140,Potomac Falls High,5,F,,N,,61,53,0,53,0
2007-2008,SCH,53,Loudoun County,140,Potomac Falls High,5,M,,N,,61,40,0,40,0
2007-2008,SCH,53,Loudoun County,850,Stone Bridge High,5,F,,N,,77,69,0,69,0
2007-2008,SCH,53,Loudoun County,850,Stone Bridge High,5,M,,N,,73,47,2,47,2
2007-2008,SCH,53,Loudoun County,900,Heritage High,5,F,,N,,63,52,0,52,0
2007-2008,SCH,53,Loudoun County,900,Heritage High,5,M,,N,,51,41,1,41,1
2007-2008,SCH,53,Loudoun County,31,Dominion High,2,M,,N,,10,9,0,9,0
2007-2008,SCH,53,Loudoun County,31,Dominion High,5,F,,N,,38,33,0,33,0
2007-2008,SCH,53,Loudoun County,31,Dominion High,5,M,,N,,36,21,1,21,1
2007-2008,SCH,53,Loudoun County,120,Freedom High,2,F,,N,,10,9,0,9,0
2007-2008,SCH,53,Loudoun County,120,Freedom High,5,F,,N,,29,22,0,22,0
2007-2008,SCH,53,Loudoun County,120,Freedom High,5,M,,N,,24,17,0,17,0
2007-2008,SCH,53,Loudoun County,420,Briar Woods High,2,M,,N,,12,9,0,9,0
2007-2008,SCH,53,Loudoun County,420,Briar Woods High,5,F,,N,,41,37,0,37,0
2007-2008,SCH,53,Loudoun County,420,Briar Woods High,5,M,,N,,26,19,0,19,0
2007-2008,SCH,54,Louisa County,602,Louisa County High,3,F,,N,,17,12,0,11,0
2007-2008,SCH,54,Louisa County,602,Louisa County High,5,F,,N,,40,23,0,23,0
2007-2008,SCH,54,Louisa County,602,Louisa County High,5,M,,N,,37,21,1,21,1
2007-2008,SCH,55,Lunenburg County,560,Central High,5,F,,N,,25,14,0,14,0
2007-2008,SCH,55,Lunenburg County,560,Central High,5,M,,N,,14,7,0,6,0
2007-2008,SCH,56,Madison County,221,Madison County High,5,F,,N,,30,18,2,18,2
2007-2008,SCH,56,Madison County,221,Madison County High,5,M,,N,,14,10,0,10,0
2007-2008,SCH,57,Mathews County,190,Mathews High,5,F,,N,,21,15,0,13,0
2007-2008,SCH,57,Mathews County,190,Mathews High,5,M,,N,,15,7,0,7,0
2007-2008,SCH,58,Mecklenburg County,980,Bluestone  High,5,F,,N,,11,8,0,7,0
2007-2008,SCH,58,Mecklenburg County,980,Bluestone  High,5,M,,N,,10,7,1,7,1
2007-2008,SCH,58,Mecklenburg County,990,Park View High,3,M,,N,,15,7,0,5,0
2007-2008,SCH,58,Mecklenburg County,990,Park View High,5,F,,N,,16,13,0,11,0
2007-2008,SCH,58,Mecklenburg County,990,Park View High,5,M,,N,,14,12,0,12,0
2007-2008,SCH,59,Middlesex County,90,Middlesex High,5,F,,N,,13,10,0,10,0
2007-2008,SCH,59,Middlesex County,90,Middlesex High,5,M,,N,,15,6,0,6,0
2007-2008,SCH,60,Montgomery County,760,Blacksburg High,5,F,,N,,48,42,0,42,0
2007-2008,SCH,60,Montgomery County,760,Blacksburg High,5,M,,N,,67,53,0,53,0
2007-2008,SCH,60,Montgomery County,770,Christiansburg High,5,F,,N,,43,31,0,31,0
2007-2008,SCH,60,Montgomery County,770,Christiansburg High,5,M,,N,,44,29,0,28,0
2007-2008,SCH,60,Montgomery County,650,Auburn High,5,F,,N,,21,13,0,13,0
2007-2008,SCH,60,Montgomery County,650,Auburn High,5,M,,N,,11,9,0,9,0
2007-2008,SCH,60,Montgomery County,904,Eastern Montgomery High,5,F,,N,,12,11,0,10,0
2007-2008,SCH,62,Nelson County,710,Nelson County High,5,F,,N,,20,14,0,14,0
2007-2008,SCH,62,Nelson County,710,Nelson County High,5,M,,N,,21,13,0,13,0
2007-2008,SCH,63,New Kent County,20,New Kent High,5,F,,N,,32,21,1,21,1
2007-2008,SCH,63,New Kent County,20,New Kent High,5,M,,N,,28,15,0,14,0
2007-2008,SCH,65,Northampton County,350,Northampton High,3,F,,N,,16,9,1,9,1
2007-2008,SCH,65,Northampton County,350,Northampton High,3,M,,N,,13,8,0,7,0
2007-2008,SCH,65,Northampton County,350,Northampton High,5,F,,N,,12,7,0,5,0
2007-2008,SCH,66,Northumberland County,40,Northumberland High,5,F,,N,,13,6,0,6,0
2007-2008,SCH,66,Northumberland County,40,Northumberland High,5,M,,N,,11,7,0,7,0
2007-2008,SCH,67,Nottoway County,301,Nottoway High,3,F,,N,,11,9,0,9,0
2007-2008,SCH,67,Nottoway County,301,Nottoway High,5,F,,N,,24,18,0,18,0
2007-2008,SCH,67,Nottoway County,301,Nottoway High,5,M,,N,,13,8,0,7,0
2007-2008,SCH,68,Orange County,330,Orange County High,5,F,,N,,56,39,1,39,1
2007-2008,SCH,68,Orange County,330,Orange County High,5,M,,N,,40,18,0,18,0
2007-2008,SCH,69,Page County,110,Luray High,5,F,,N,,26,17,1,17,1
2007-2008,SCH,69,Page County,110,Luray High,5,M,,N,,13,10,0,9,0
2007-2008,SCH,69,Page County,380,Page County High,5,F,,N,,15,9,0,9,0
2007-2008,SCH,69,Page County,380,Page County High,5,M,,N,,11,5,0,5,0
2007-2008,SCH,70,Patrick County,700,Patrick County High,5,F,,N,,35,24,0,24,0
2007-2008,SCH,70,Patrick County,700,Patrick County High,5,M,,N,,27,16,0,15,0
2007-2008,SCH,71,Pittsylvania County,1730,Tunstall Senior High,5,F,,N,,37,27,0,24,0
2007-2008,SCH,71,Pittsylvania County,1730,Tunstall Senior High,5,M,,N,,38,29,0,29,0
2007-2008,SCH,71,Pittsylvania County,1680,Dan River Senior High,5,F,,N,,16,10,0,9,0
2007-2008,SCH,71,Pittsylvania County,1680,Dan River Senior High,5,M,,N,,17,14,0,14,0
2007-2008,SCH,71,Pittsylvania County,1700,Gretna Senior High,3,F,,N,,11,7,0,7,0
2007-2008,SCH,71,Pittsylvania County,1700,Gretna Senior High,5,F,,N,,24,16,0,16,0
2007-2008,SCH,71,Pittsylvania County,1700,Gretna Senior High,5,M,,N,,10,7,0,7,0
2007-2008,SCH,71,Pittsylvania County,1720,Chatham High,3,F,,N,,11,4,0,4,0
2007-2008,SCH,71,Pittsylvania County,1720,Chatham High,5,F,,N,,23,19,0,18,0
2007-2008,SCH,71,Pittsylvania County,1720,Chatham High,5,M,,N,,20,12,0,12,0
2007-2008,SCH,72,Powhatan County,11,Powhatan High,5,F,,N,,66,39,1,39,1
2007-2008,SCH,72,Powhatan County,11,Powhatan High,5,M,,N,,55,38,0,37,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,3,F,,N,,24,16,0,15,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,3,M,,N,,14,5,0,4,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,5,F,,N,,14,10,0,9,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,5,M,,N,,15,13,1,12,1
2007-2008,SCH,74,Prince George County,20,Prince George High,3,F,,N,,28,15,0,15,0
2007-2008,SCH,74,Prince George County,20,Prince George High,3,M,,N,,10,4,1,4,1
2007-2008,SCH,74,Prince George County,20,Prince George High,5,F,,N,,71,56,0,54,0
2007-2008,SCH,74,Prince George County,20,Prince George High,5,M,,N,,27,15,0,14,0
2007-2008,SCH,75,Prince William County,530,Brentsville District High,5,F,,N,,52,41,1,40,1
2007-2008,SCH,75,Prince William County,530,Brentsville District High,5,M,,N,,49,28,1,28,1
2007-2008,SCH,75,Prince William County,680,Stonewall Jackson High,3,F,,N,,13,12,0,12,0
2007-2008,SCH,75,Prince William County,680,Stonewall Jackson High,5,F,,N,,42,32,1,32,1
2007-2008,SCH,75,Prince William County,680,Stonewall Jackson High,5,M,,N,,23,16,1,16,1
2007-2008,SCH,75,Prince William County,690,Gar-Field High,2,F,,N,,21,13,0,13,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,3,F,,N,,41,27,0,27,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,3,M,,N,,18,9,0,9,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,4,F,,N,,13,7,0,7,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,5,F,,N,,36,28,1,28,1
2007-2008,SCH,75,Prince William County,690,Gar-Field High,5,M,,N,,25,13,2,13,2
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,2,M,,N,,12,9,0,9,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,3,F,,N,,37,19,2,19,2
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,3,M,,N,,16,12,0,12,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,4,F,,N,,10,7,0,7,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,4,M,,N,,14,11,0,11,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,5,F,,N,,59,46,0,46,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,5,M,,N,,41,28,1,28,1
2007-2008,SCH,75,Prince William County,60,Woodbridge High,3,F,,N,,19,12,0,12,0
2007-2008,SCH,75,Prince William County,60,Woodbridge High,3,M,,N,,17,7,1,7,1
2007-2008,SCH,75,Prince William County,60,Woodbridge High,5,F,,N,,76,58,1,57,1
2007-2008,SCH,75,Prince William County,60,Woodbridge High,5,M,,N,,54,36,0,36,0
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,3,F,,N,,13,9,0,9,0
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,3,M,,N,,14,8,0,8,0
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,4,F,,N,,11,7,0,7,0
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,5,F,,N,,100,76,1,76,1
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,5,M,,N,,82,55,0,55,0
2007-2008,SCH,75,Prince William County,140,Potomac High,3,F,,N,,24,11,1,11,1
2007-2008,SCH,75,Prince William County,140,Potomac High,3,M,,N,,18,14,0,14,0
2007-2008,SCH,75,Prince William County,140,Potomac High,5,F,,N,,19,16,0,16,0
2007-2008,SCH,75,Prince William County,140,Potomac High,5,M,,N,,17,9,0,9,0
2007-2008,SCH,75,Prince William County,870,Forest Park High,3,F,,N,,30,18,1,18,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,3,M,,N,,27,15,1,15,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,4,M,,N,,14,11,1,11,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,5,F,,N,,58,42,1,42,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,5,M,,N,,54,43,0,43,0
2007-2008,SCH,75,Prince William County,290,Battlefield High,2,F,,N,,13,13,0,13,0
2007-2008,SCH,75,Prince William County,290,Battlefield High,3,F,,N,,12,9,0,9,0
2007-2008,SCH,75,Prince William County,290,Battlefield High,5,F,,N,,87,66,1,66,1
2007-2008,SCH,75,Prince William County,290,Battlefield High,5,M,,N,,70,47,2,47,2
2007-2008,SCH,75,Prince William County,300,Freedom High,3,F,,N,,20,12,1,12,1
2007-2008,SCH,75,Prince William County,300,Freedom High,3,M,,N,,13,4,0,4,0
2007-2008,SCH,75,Prince William County,300,Freedom High,5,M,,N,,11,6,1,6,1
2007-2008,SCH,77,Pulaski County,10,Pulaski County Senior High,5,F,,N,,48,29,0,28,0
2007-2008,SCH,77,Pulaski County,10,Pulaski County Senior High,5,M,,N,,63,34,0,34,0
2007-2008,SCH,78,Rappahannock County,230,Rappahannock County High,5,M,,N,,20,9,0,8,0
2007-2008,SCH,79,Richmond County,210,Rappahannock High,5,F,,N,,17,12,0,11,0
2007-2008,SCH,80,Roanoke County,630,William Byrd High,5,F,,N,,63,40,0,39,0
2007-2008,SCH,80,Roanoke County,630,William Byrd High,5,M,,N,,60,37,0,36,0
2007-2008,SCH,80,Roanoke County,470,Cave Spring High,5,F,,N,,42,35,0,35,0
2007-2008,SCH,80,Roanoke County,470,Cave Spring High,5,M,,N,,26,18,1,18,1
2007-2008,SCH,80,Roanoke County,520,Northside High,5,F,,N,,33,20,0,19,0
2007-2008,SCH,80,Roanoke County,520,Northside High,5,M,,N,,38,27,1,27,1
2007-2008,SCH,80,Roanoke County,610,Glenvar High,5,F,,N,,37,26,0,26,0
2007-2008,SCH,80,Roanoke County,610,Glenvar High,5,M,,N,,21,12,0,12,0
2007-2008,SCH,80,Roanoke County,754,Hidden Valley High,5,F,,N,,75,63,0,62,0
2007-2008,SCH,80,Roanoke County,754,Hidden Valley High,5,M,,N,,61,41,0,40,0
2007-2008,SCH,81,Rockbridge County,22,Rockbridge County High,5,F,,N,,50,35,0,34,0
2007-2008,SCH,81,Rockbridge County,22,Rockbridge County High,5,M,,N,,24,15,0,15,0
2007-2008,SCH,82,Rockingham County,870,Broadway High,5,F,,N,,34,25,1,24,1
2007-2008,SCH,82,Rockingham County,870,Broadway High,5,M,,N,,22,14,0,14,0
2007-2008,SCH,82,Rockingham County,850,Turner Ashby High,5,F,,N,,50,35,2,35,2
2007-2008,SCH,82,Rockingham County,850,Turner Ashby High,5,M,,N,,33,20,0,20,0
2007-2008,SCH,82,Rockingham County,20,Spotswood High,5,F,,N,,57,38,1,38,1
2007-2008,SCH,82,Rockingham County,20,Spotswood High,5,M,,N,,43,29,0,29,0
2007-2008,SCH,83,Russell County,140,Lebanon High,5,F,,N,,33,25,3,24,1
2007-2008,SCH,83,Russell County,140,Lebanon High,5,M,,N,,38,24,0,24,0
2007-2008,SCH,83,Russell County,540,Honaker High,5,F,,N,,14,8,1,8,0
2007-2008,SCH,83,Russell County,540,Honaker High,5,M,,N,,22,14,0,13,0
2007-2008,SCH,83,Russell County,791,Castlewood High,5,F,,N,,10,9,0,7,0
2007-2008,SCH,83,Russell County,791,Castlewood High,5,M,,N,,14,11,1,11,1
2007-2008,SCH,84,Scott County,260,Rye Cove High,5,F,,N,,13,6,1,5,0
2007-2008,SCH,84,Scott County,770,Gate City High,5,F,,N,,30,25,0,22,0
2007-2008,SCH,84,Scott County,770,Gate City High,5,M,,N,,41,29,0,22,0
2007-2008,SCH,84,Scott County,780,Twin Springs High,5,F,,N,,15,10,0,7,0
2007-2008,SCH,85,Shenandoah County,780,Central High,5,F,,N,,25,21,0,21,0
2007-2008,SCH,85,Shenandoah County,780,Central High,5,M,,N,,38,23,0,22,0
2007-2008,SCH,85,Shenandoah County,790,Stonewall Jackson High,5,F,,N,,19,13,0,13,0
2007-2008,SCH,85,Shenandoah County,790,Stonewall Jackson High,5,M,,N,,17,7,0,6,0
2007-2008,SCH,85,Shenandoah County,770,Strasburg High,5,F,,N,,26,19,0,19,0
2007-2008,SCH,85,Shenandoah County,770,Strasburg High,5,M,,N,,21,12,0,12,0
2007-2008,SCH,86,Smyth County,250,Northwood High,5,F,,N,,13,5,0,5,0
2007-2008,SCH,86,Smyth County,460,Chilhowie High,5,F,,N,,17,10,0,10,0
2007-2008,SCH,86,Smyth County,460,Chilhowie High,5,M,,N,,18,8,0,7,0
2007-2008,SCH,86,Smyth County,700,Marion Senior High,5,F,,N,,35,20,1,19,1
2007-2008,SCH,86,Smyth County,700,Marion Senior High,5,M,,N,,28,16,0,16,0
2007-2008,SCH,87,Southampton County,690,Southampton High,3,F,,N,,23,9,1,9,1
2007-2008,SCH,87,Southampton County,690,Southampton High,5,F,,N,,33,24,0,23,0
2007-2008,SCH,87,Southampton County,690,Southampton High,5,M,,N,,13,7,1,7,1
2007-2008,SCH,88,Spotsylvania County,20,Courtland High,3,F,,N,,13,7,1,7,1
2007-2008,SCH,88,Spotsylvania County,20,Courtland High,5,F,,N,,53,38,0,38,0
2007-2008,SCH,88,Spotsylvania County,20,Courtland High,5,M,,N,,44,30,0,30,0
2007-2008,SCH,88,Spotsylvania County,370,Spotsylvania High,5,F,,N,,34,16,0,16,0
2007-2008,SCH,88,Spotsylvania County,370,Spotsylvania High,5,M,,N,,23,9,0,9,0
2007-2008,SCH,88,Spotsylvania County,381,Chancellor High,3,F,,N,,14,8,1,8,1
2007-2008,SCH,88,Spotsylvania County,381,Chancellor High,5,F,,N,,35,26,0,26,0
2007-2008,SCH,88,Spotsylvania County,381,Chancellor High,5,M,,N,,33,21,0,21,0
2007-2008,SCH,88,Spotsylvania County,506,Massaponax High,3,F,,N,,16,9,1,9,1
2007-2008,SCH,88,Spotsylvania County,506,Massaponax High,5,F,,N,,60,40,0,40,0
2007-2008,SCH,88,Spotsylvania County,506,Massaponax High,5,M,,N,,34,21,0,21,0
2007-2008,SCH,88,Spotsylvania County,510,Riverbend High,3,F,,N,,11,4,0,4,0
2007-2008,SCH,88,Spotsylvania County,510,Riverbend High,5,F,,N,,90,55,0,55,0
2007-2008,SCH,88,Spotsylvania County,510,Riverbend High,5,M,,N,,72,49,0,49,0
2007-2008,SCH,89,Stafford County,20,Stafford Senior High,3,F,,N,,12,5,0,4,0
2007-2008,SCH,89,Stafford County,20,Stafford Senior High,5,F,,N,,83,62,0,60,0
2007-2008,SCH,89,Stafford County,20,Stafford Senior High,5,M,,N,,50,29,1,29,1
2007-2008,SCH,89,Stafford County,30,North Stafford High,3,F,,N,,14,7,1,7,1
2007-2008,SCH,89,Stafford County,30,North Stafford High,3,M,,N,,18,7,3,7,3
2007-2008,SCH,89,Stafford County,30,North Stafford High,5,F,,N,,50,37,0,37,0
2007-2008,SCH,89,Stafford County,30,North Stafford High,5,M,,N,,52,34,0,34,0
2007-2008,SCH,89,Stafford County,421,Brooke Point High,3,F,,N,,13,8,0,8,0
2007-2008,SCH,89,Stafford County,421,Brooke Point High,5,F,,N,,58,42,0,42,0
2007-2008,SCH,89,Stafford County,421,Brooke Point High,5,M,,N,,43,29,0,29,0
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,3,F,,N,,19,13,1,13,1
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,3,M,,N,,11,7,0,7,0
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,5,F,,N,,52,43,1,43,1
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,5,M,,N,,48,34,0,34,0
2007-2008,SCH,89,Stafford County,430,Mountain View High,3,F,,N,,15,10,1,10,1
2007-2008,SCH,89,Stafford County,430,Mountain View High,5,F,,N,,81,56,0,56,0
2007-2008,SCH,89,Stafford County,430,Mountain View High,5,M,,N,,58,32,1,32,1
