GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $49,999","Margin of Error; Total: - $40,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $69,999","Margin of Error; Total: - $60,000 to $69,999","Estimate; Total: - $70,000 to $79,999","Margin of Error; Total: - $70,000 to $79,999","Estimate; Total: - $80,000 to $89,999","Margin of Error; Total: - $80,000 to $89,999","Estimate; Total: - $90,000 to $99,999","Margin of Error; Total: - $90,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $174,999","Margin of Error; Total: - $150,000 to $174,999","Estimate; Total: - $175,000 to $199,999","Margin of Error; Total: - $175,000 to $199,999","Estimate; Total: - $200,000 to $249,999","Margin of Error; Total: - $200,000 to $249,999","Estimate; Total: - $250,000 to $299,999","Margin of Error; Total: - $250,000 to $299,999","Estimate; Total: - $300,000 to $399,999","Margin of Error; Total: - $300,000 to $399,999","Estimate; Total: - $400,000 to $499,999","Margin of Error; Total: - $400,000 to $499,999","Estimate; Total: - $500,000 to $749,999","Margin of Error; Total: - $500,000 to $749,999","Estimate; Total: - $750,000 to $999,999","Margin of Error; Total: - $750,000 to $999,999","Estimate; Total: - $1,000,000 to $1,499,999","Margin of Error; Total: - $1,000,000 to $1,499,999","Estimate; Total: - $1,500,000 to $1,999,999","Margin of Error; Total: - $1,500,000 to $1,999,999","Estimate; Total: - $2,000,000 or more","Margin of Error; Total: - $2,000,000 or more"
0500000US51053,51053,"Dinwiddie County, Virginia",7617,343,232,89,70,49,32,29,81,72,0,22,68,65,82,64,74,52,255,144,129,68,270,113,332,123,395,174,600,186,1001,193,887,202,921,181,794,164,621,161,399,132,177,98,104,61,55,53,27,36,0,22,11,17
0500000US51057,51057,"Essex County, Virginia",3189,176,109,69,23,23,21,20,0,19,22,23,42,38,7,12,32,29,17,20,96,56,136,64,56,44,216,89,365,114,213,78,415,110,219,68,564,124,180,62,288,81,58,28,66,40,0,19,44,35,0,19,0,19
0500000US51059,51059,"Fairfax County, Virginia",265693,1892,2306,268,281,118,260,118,180,73,179,86,226,72,175,81,361,105,370,126,405,182,413,169,454,162,590,176,1996,322,2060,320,3350,388,3131,332,10792,617,14659,650,43866,1213,46407,1148,83129,1397,30941,843,12692,561,3618,360,2852,257
0500000US51061,51061,"Fauquier County, Virginia",18674,453,169,79,20,19,53,42,76,69,9,15,63,44,14,22,21,27,21,18,23,28,55,32,52,38,53,42,185,78,338,106,768,152,600,132,1741,219,2325,283,4811,450,2723,246,2849,317,826,149,434,149,169,79,276,111
0500000US51063,51063,"Floyd County, Virginia",4872,306,166,100,108,67,36,33,18,27,21,34,95,68,0,19,119,75,100,72,237,122,156,93,123,108,165,95,706,214,272,88,540,156,390,142,705,206,322,109,214,80,185,82,71,40,59,64,20,31,0,19,44,48
0500000US51065,51065,"Fluvanna County, Virginia",8124,336,40,41,57,49,59,48,0,22,6,9,61,72,0,22,68,69,95,53,13,22,72,48,14,17,55,39,551,188,558,168,836,214,1158,268,1344,243,1024,184,1079,191,504,148,452,106,15,25,50,48,0,22,13,16
0500000US51067,51067,"Franklin County, Virginia",17950,540,534,174,243,111,236,115,261,125,80,66,139,60,131,88,248,109,316,133,249,105,456,151,621,177,894,225,1638,302,1458,249,1997,261,1052,234,1706,247,1328,260,1801,275,870,188,980,191,425,135,173,69,52,41,62,45
0500000US51069,51069,"Frederick County, Virginia",23010,563,676,198,251,113,365,139,222,114,58,51,115,93,35,27,96,64,88,57,212,103,289,111,384,142,434,155,1129,206,1275,216,2184,247,2115,302,3115,360,3424,439,4002,370,1422,215,780,168,220,86,79,61,0,28,40,35
0500000US51071,51071,"Giles County, Virginia",5499,236,88,54,96,50,8,11,89,80,53,63,5,6,93,54,127,60,281,87,363,123,421,108,537,122,458,140,693,134,468,111,534,122,280,92,335,108,135,50,222,69,97,43,44,26,42,34,9,11,21,25,0,19
0500000US51073,51073,"Gloucester County, Virginia",11282,372,284,102,69,56,39,40,20,21,32,39,60,48,172,113,53,48,30,31,81,57,96,49,101,73,67,62,479,139,516,175,1085,221,1485,294,2015,281,1717,247,1806,287,439,119,362,111,199,84,34,28,26,33,15,15
0500000US51075,51075,"Goochland County, Virginia",7088,277,95,66,58,48,6,12,58,48,8,12,7,11,0,22,77,53,9,13,16,19,19,17,55,38,36,36,287,119,421,132,411,109,429,144,743,165,630,137,973,193,770,160,981,162,555,142,237,84,147,72,60,37
0500000US51077,51077,"Grayson County, Virginia",5059,258,255,89,94,42,60,30,149,51,103,61,138,68,101,59,180,62,254,85,305,94,348,90,482,115,391,89,544,96,327,100,437,105,85,42,406,101,181,68,146,56,30,22,24,20,0,19,9,13,0,19,10,12
0500000US51079,51079,"Greene County, Virginia",5512,318,87,47,65,49,1,2,18,22,0,19,37,38,8,13,13,22,33,27,29,26,35,34,0,19,77,69,283,115,295,90,454,125,598,165,865,199,1012,185,1031,221,281,106,181,79,21,26,88,69,0,19,0,19
0500000US51081,51081,"Greensville County, Virginia",2495,501,190,84,30,46,48,31,15,20,46,36,9,13,0,19,122,88,116,76,98,61,257,107,75,54,246,131,238,103,243,90,294,81,100,61,249,103,25,36,70,45,9,21,0,19,2,4,0,19,0,19,13,19
0500000US51083,51083,"Halifax County, Virginia",10344,423,481,150,368,121,58,35,140,61,106,58,117,68,70,48,382,124,452,121,619,145,717,176,803,170,662,157,1040,176,973,183,939,175,439,127,652,140,511,123,494,134,139,77,151,76,22,21,3,5,0,25,6,11
0500000US51085,51085,"Hanover County, Virginia",30348,550,356,107,79,42,88,55,54,32,71,48,30,29,36,39,98,54,95,55,130,61,66,37,111,65,224,88,387,118,853,156,2416,290,3191,314,6322,456,5248,383,6174,417,2192,220,1451,220,310,113,238,104,28,26,100,61
0500000US51087,51087,"Henrico County, Virginia",78341,1280,905,168,263,92,354,98,202,73,134,63,48,42,6,10,36,55,189,116,334,116,699,203,1136,242,1196,195,5079,517,7262,582,9422,671,7626,536,13152,690,9024,612,10563,563,4870,390,4220,339,1030,149,348,117,62,37,181,82
0500000US51089,51089,"Henry County, Virginia",16711,470,988,174,445,152,278,110,247,101,156,88,154,67,119,66,688,160,995,202,864,187,1183,182,1642,239,1095,209,2175,295,1397,199,1507,258,723,144,847,182,463,124,318,98,236,105,88,46,25,21,78,61,0,28,0,28
0500000US51091,51091,"Highland County, Virginia",883,100,33,28,15,13,0,12,0,12,21,24,0,12,0,12,13,12,22,19,16,18,37,26,6,9,62,33,63,42,129,59,32,18,19,15,79,35,134,53,95,36,43,24,52,28,0,12,12,12,0,12,0,12
0500000US51093,51093,"Isle of Wight County, Virginia",10749,300,660,123,162,82,129,63,114,49,56,43,53,37,19,22,90,45,19,20,78,36,122,71,172,105,123,58,441,98,348,120,698,148,749,140,1560,218,1587,224,1749,197,929,224,609,141,176,93,98,62,0,25,8,11
0500000US51095,51095,"James City County, Virginia",20984,575,470,160,155,74,158,83,90,56,25,34,41,36,28,25,81,60,52,51,53,47,45,36,40,44,46,36,378,135,551,155,995,223,1208,249,2556,342,2652,328,4537,447,2729,341,2859,358,732,184,303,95,89,67,111,91
0500000US51097,51097,"King and Queen County, Virginia",2196,155,62,44,0,17,79,55,0,17,0,17,0,17,12,21,55,51,96,71,28,23,38,39,17,18,193,84,353,119,132,68,143,68,176,78,279,105,171,83,146,67,67,51,46,27,26,31,8,10,0,17,69,73
0500000US51099,51099,"King George County, Virginia",6120,240,116,52,58,73,38,37,14,22,18,23,0,22,34,50,41,42,17,17,21,23,27,29,37,33,21,20,94,48,146,70,365,136,321,101,1098,190,915,181,1491,202,557,136,502,126,150,73,27,32,12,16,0,22
0500000US51101,51101,"King William County, Virginia",4931,248,31,28,25,23,29,26,2,3,0,19,3,5,0,19,40,34,35,39,71,43,12,12,62,48,63,50,330,135,313,123,721,160,775,164,852,176,585,129,541,156,184,81,162,61,50,45,23,24,0,19,22,20
0500000US51103,51103,"Lancaster County, Virginia",3874,237,100,65,10,9,60,49,0,19,61,56,4,5,15,19,7,10,53,41,125,76,57,33,105,59,85,54,269,91,192,75,355,102,224,69,369,103,341,110,367,95,206,72,391,91,273,67,107,57,29,22,69,42
0500000US51105,51105,"Lee County, Virginia",6906,386,385,113,226,80,161,77,194,83,306,178,182,95,71,51,374,109,494,129,523,108,637,149,367,116,157,58,650,168,559,167,361,112,217,70,284,103,280,87,325,109,52,45,82,69,0,22,19,23,0,22,0,22
0500000US51107,51107,"Loudoun County, Virginia",87461,1078,797,191,70,34,68,56,108,86,44,36,168,104,47,34,89,49,159,75,54,41,118,79,201,74,155,81,650,164,863,190,1392,227,1407,225,4142,433,6250,539,18876,758,15434,682,27034,852,6916,447,1779,254,236,92,404,133
0500000US51109,51109,"Louisa County, Virginia",10204,440,238,108,151,75,57,44,39,33,33,31,16,26,0,25,226,82,144,94,147,86,132,77,124,74,267,87,765,165,897,199,984,227,1181,224,1226,203,1096,199,1083,168,367,113,459,125,307,118,110,64,29,34,126,86
0500000US51111,51111,"Lunenburg County, Virginia",3326,356,64,38,94,60,92,43,45,31,77,40,62,45,53,39,117,55,174,72,183,59,276,92,221,77,115,60,340,100,286,72,290,90,190,78,207,67,191,85,105,59,36,28,72,37,25,36,0,19,0,19,11,18
0500000US51113,51113,"Madison County, Virginia",3635,243,45,45,52,52,15,27,0,19,14,21,0,19,0,19,0,19,12,21,13,21,48,53,55,55,60,53,140,83,244,115,277,98,223,96,752,166,353,101,576,148,232,99,293,121,28,32,106,66,80,69,17,29
0500000US51115,51115,"Mathews County, Virginia",3152,252,22,27,30,47,12,21,12,19,29,38,16,27,0,17,16,26,42,36,11,17,0,17,62,54,12,21,264,104,288,143,237,111,197,101,321,136,275,136,364,143,270,111,449,143,203,110,0,17,0,17,20,24
0500000US51117,51117,"Mecklenburg County, Virginia",9242,381,312,108,168,58,121,56,150,81,168,69,104,70,82,45,264,95,394,121,414,94,559,117,374,98,328,94,1170,201,746,161,1003,186,439,107,687,144,528,131,562,124,286,103,268,73,73,43,30,25,0,25,12,14
0500000US51119,51119,"Middlesex County, Virginia",3613,240,80,47,27,24,68,50,8,13,0,19,5,8,0,19,39,32,50,32,31,26,24,27,33,25,44,30,203,89,249,88,310,108,228,89,445,98,291,108,436,105,414,115,344,105,184,86,68,43,15,22,17,17
0500000US51121,51121,"Montgomery County, Virginia",19093,565,725,224,183,92,144,98,128,92,216,128,54,48,185,95,63,49,169,86,165,76,425,179,247,95,318,122,1303,285,1350,253,2006,307,1582,290,2758,356,2161,306,2519,318,1122,234,927,201,280,98,50,43,0,28,13,20
0500000US51125,51125,"Nelson County, Virginia",4568,281,96,60,46,72,52,56,66,54,23,28,0,19,0,19,37,31,54,50,189,123,84,58,193,107,129,73,221,90,346,144,436,139,170,75,594,131,482,151,473,130,230,109,385,115,180,87,12,20,0,19,70,70
0500000US51127,51127,"New Kent County, Virginia",6240,271,109,91,9,16,80,57,13,21,10,16,7,10,31,44,0,22,60,58,12,17,51,51,58,51,156,89,156,75,280,109,373,108,530,133,1316,294,1110,213,1043,220,572,132,176,66,40,45,34,41,0,22,14,19
0500000US51131,51131,"Northampton County, Virginia",3614,225,146,83,32,25,29,32,25,32,83,59,0,19,13,20,31,30,99,52,81,52,124,58,220,92,129,69,411,109,268,109,267,98,179,82,286,86,236,80,381,97,227,89,239,89,33,23,46,48,0,19,29,24
0500000US51133,51133,"Northumberland County, Virginia",4906,265,88,72,22,27,20,18,51,40,12,19,45,33,6,9,23,22,97,71,80,60,119,90,136,106,88,57,368,128,245,112,312,135,310,134,513,160,274,106,613,138,556,146,596,146,292,115,33,32,0,19,7,11
0500000US51135,51135,"Nottoway County, Virginia",3651,280,117,92,9,17,66,47,45,54,38,33,20,21,46,40,26,25,132,76,162,75,163,71,159,81,239,124,497,148,335,105,488,166,198,87,353,116,295,112,156,82,48,38,20,21,0,19,12,19,0,19,27,31
0500000US51137,51137,"Orange County, Virginia",9669,342,99,72,43,66,12,18,14,21,16,19,30,45,29,38,15,18,31,37,27,24,154,86,21,24,218,95,691,187,670,184,940,190,868,187,1532,252,1467,262,1367,215,514,138,582,129,144,95,59,81,51,40,75,72
0500000US51139,51139,"Page County, Virginia",6596,310,86,52,80,52,42,31,148,107,43,37,9,10,0,22,52,40,18,23,125,75,43,24,230,79,257,118,619,138,549,110,960,159,931,211,916,164,564,143,530,123,185,81,145,80,35,38,20,25,9,11,0,22
0500000US51141,51141,"Patrick County, Virginia",5974,344,176,82,105,61,72,52,171,92,152,88,179,82,32,50,217,107,357,154,185,82,244,94,593,154,190,72,709,176,479,158,525,167,334,113,406,173,375,139,237,143,95,72,61,44,40,37,21,26,0,19,19,29
0500000US51143,51143,"Pittsylvania County, Virginia",20121,476,625,137,299,93,304,90,162,71,373,129,462,153,309,134,420,103,641,167,904,176,1561,221,1441,217,1260,230,2725,320,2089,259,1849,225,1128,178,1186,181,729,149,823,198,363,99,205,81,104,60,93,77,20,19,46,50
0500000US51145,51145,"Powhatan County, Virginia",8499,286,60,44,33,42,0,22,51,46,12,19,11,13,0,22,4,6,70,66,58,64,19,24,46,36,40,35,248,86,355,110,796,169,433,117,1834,277,1234,233,1622,223,776,172,554,141,126,68,93,64,0,22,24,30
0500000US51147,51147,"Prince Edward County, Virginia",4801,262,143,85,56,48,74,64,57,50,119,70,0,22,8,14,94,67,86,65,111,72,343,91,174,91,104,55,505,154,498,159,469,144,383,129,420,143,518,156,367,99,124,70,51,42,66,78,31,31,0,22,0,22
0500000US51149,51149,"Prince George County, Virginia",7835,320,250,83,100,62,55,46,11,17,19,21,44,55,8,14,0,25,58,48,52,55,154,93,162,95,138,71,334,111,637,185,783,176,905,200,1384,236,998,185,1105,211,349,109,186,88,26,24,21,33,16,26,40,34
0500000US51153,51153,"Prince William County, Virginia",97744,1053,1201,198,127,75,156,111,191,77,315,154,142,92,116,75,162,91,208,111,185,116,80,52,234,110,273,107,1642,280,2133,366,3915,466,4311,487,12855,707,13249,618,22259,727,18689,618,13025,551,1689,234,366,115,63,36,158,70
0500000US51155,51155,"Pulaski County, Virginia",10416,350,318,101,89,57,100,60,9,15,140,66,39,41,87,48,429,135,356,159,471,127,513,117,350,93,489,135,1316,209,1170,209,1072,183,731,137,1050,203,546,152,430,110,285,104,278,96,36,28,74,48,17,18,21,23
0500000US51157,51157,"Rappahannock County, Virginia",2492,137,0,17,0,17,6,9,0,17,0,17,0,17,7,12,0,17,24,29,0,17,33,27,23,33,5,8,39,23,18,20,175,81,92,54,239,72,289,92,442,107,324,84,247,82,290,109,113,74,40,27,86,42
0500000US51159,51159,"Richmond County, Virginia",2138,184,37,31,0,17,21,26,9,15,6,9,14,20,0,17,0,17,26,25,53,61,119,68,3,8,153,69,458,123,170,69,221,74,86,52,189,70,178,78,195,78,123,74,34,28,11,19,22,35,0,17,10,17
0500000US51161,51161,"Roanoke County, Virginia",28496,581,338,113,130,53,181,92,79,67,50,40,98,90,0,28,75,52,116,56,152,85,342,173,340,97,524,133,2122,254,3547,347,4307,373,3249,346,4474,368,3567,376,2866,319,879,162,609,168,205,124,89,46,59,51,98,77
0500000US51163,51163,"Rockbridge County, Virginia",6927,322,247,102,67,66,48,36,16,21,6,10,33,30,71,98,69,45,98,60,231,88,128,60,238,120,295,138,573,160,528,149,535,159,521,165,694,137,667,175,869,190,330,121,415,119,179,90,69,60,0,22,0,22
0500000US51165,51165,"Rockingham County, Virginia",22449,444,514,163,390,126,324,96,156,69,59,37,135,64,12,14,52,31,212,86,152,68,163,60,522,130,394,99,1546,208,1755,215,2891,289,2184,218,3498,296,2698,299,2681,292,1083,201,601,158,272,99,83,41,34,32,38,30
0500000US51167,51167,"Russell County, Virginia",8614,366,640,189,211,88,201,107,179,107,151,78,166,71,120,68,393,140,423,129,512,152,434,121,551,128,539,163,795,183,538,165,708,162,537,159,727,182,244,89,265,129,160,84,77,45,18,22,5,10,12,18,8,12
0500000US51169,51169,"Scott County, Virginia",7289,350,541,126,139,67,195,76,122,51,104,48,170,79,35,28,225,81,416,106,358,94,615,118,636,136,461,96,824,146,439,102,691,125,309,108,449,108,302,90,154,73,21,21,15,16,8,13,44,46,9,14,7,11
0500000US51171,51171,"Shenandoah County, Virginia",12417,444,152,63,140,69,55,42,122,71,25,25,14,16,59,40,99,62,82,41,129,81,239,121,257,98,364,126,1032,227,958,179,1468,189,1061,169,2265,311,1482,217,1383,247,541,152,262,80,106,48,60,58,8,14,54,53
0500000US51173,51173,"Smyth County, Virginia",8942,312,442,117,191,81,150,61,131,51,83,36,219,87,258,72,365,96,492,105,744,179,675,137,808,135,570,108,836,120,557,128,860,163,320,89,498,115,214,80,286,88,65,44,131,88,0,25,30,23,17,19,0,25
0500000US51175,51175,"Southampton County, Virginia",4656,233,156,92,59,39,16,19,39,30,98,63,57,47,18,21,58,34,121,48,113,57,303,122,174,59,132,64,456,109,352,100,454,112,418,121,625,130,497,116,391,118,41,34,65,60,10,15,3,6,0,19,0,19
0500000US51177,51177,"Spotsylvania County, Virginia",32589,743,658,139,203,78,169,78,68,34,68,50,98,81,58,39,45,31,225,100,119,63,148,78,430,123,305,99,1187,229,1733,244,2820,313,3005,381,5134,371,5005,448,6356,413,2265,276,1722,248,505,116,186,75,36,31,41,27
0500000US51179,51179,"Stafford County, Virginia",33314,631,356,114,125,62,224,131,76,49,128,83,141,78,43,32,64,52,8,12,98,72,100,82,88,63,114,47,523,141,784,163,1412,261,1633,255,4790,452,5422,430,9990,554,4058,346,2676,272,284,124,104,68,25,18,48,30
0500000US51181,51181,"Surry County, Virginia",2134,119,76,48,37,30,0,17,21,27,2,3,4,9,0,17,11,17,50,54,61,44,58,53,68,50,41,32,218,75,241,94,235,69,227,93,152,67,266,81,219,77,85,45,48,39,0,17,9,12,5,9,0,17
0500000US51183,51183,"Sussex County, Virginia",2061,297,89,38,62,33,16,19,74,56,0,19,10,10,79,47,77,40,57,35,72,52,74,39,75,32,78,34,196,67,116,53,199,85,181,66,250,83,124,49,165,70,39,25,16,15,2,4,0,19,0,19,10,13
0500000US51185,51185,"Tazewell County, Virginia",13438,422,962,183,499,179,165,89,187,87,489,176,244,102,196,80,403,149,702,195,666,148,1032,236,1065,200,790,200,1404,205,922,165,1044,208,601,156,868,164,474,146,375,133,101,49,102,54,15,23,93,56,39,43,0,25
0500000US51187,51187,"Warren County, Virginia",11020,372,253,105,14,17,126,91,26,26,13,21,7,10,10,16,42,35,94,113,99,62,58,49,236,101,178,79,610,154,859,182,1509,238,887,182,1810,276,1491,253,1630,261,589,168,339,106,61,38,58,36,21,21,0,25
0500000US51191,51191,"Washington County, Virginia",17273,452,823,204,236,81,164,75,196,105,113,56,192,63,204,91,362,103,538,157,709,161,875,176,1114,232,779,183,2054,263,1322,244,1633,271,945,158,1852,276,1156,240,990,181,337,100,312,86,131,80,131,78,0,28,105,98
0500000US51193,51193,"Westmoreland County, Virginia",5179,310,308,158,71,49,24,21,132,83,41,39,15,19,0,19,19,28,110,72,55,43,35,33,89,58,99,56,461,143,307,120,541,144,425,122,577,137,624,156,604,139,217,94,307,132,50,33,22,22,18,16,28,33
0500000US51195,51195,"Wise County, Virginia",10627,394,685,159,247,81,148,74,258,87,261,91,212,70,263,93,471,119,623,116,768,160,837,180,719,158,514,156,1115,182,708,196,885,156,437,115,478,128,385,109,274,98,146,103,90,52,36,40,23,24,44,50,0,25
0500000US51197,51197,"Wythe County, Virginia",8270,393,197,92,200,87,41,31,98,63,90,52,108,57,23,31,279,113,239,97,259,105,458,138,764,179,524,145,894,153,782,175,895,207,589,192,547,136,472,107,540,153,110,71,120,69,16,19,20,26,0,22,5,8
0500000US51199,51199,"York County, Virginia",17512,398,370,126,38,36,27,25,31,26,36,32,26,32,25,24,23,27,23,25,28,32,46,35,42,39,61,41,417,113,488,142,778,176,770,151,2245,281,2678,290,4781,386,2603,255,1568,212,242,99,91,53,41,35,34,33
0500000US51510,51510,"Alexandria city, Virginia",28410,737,308,95,0,28,23,26,34,34,16,20,7,11,0,28,24,26,36,28,27,27,99,80,0,28,141,77,269,112,369,137,732,216,720,186,2415,312,1861,255,3686,328,3359,255,7862,406,4071,287,1724,217,396,96,231,72
0500000US51520,51520,"Bristol city, Virginia",4257,297,173,123,11,14,26,26,39,35,13,14,32,29,43,25,68,46,275,90,258,92,227,92,397,129,301,123,457,155,797,205,411,141,97,60,252,102,100,62,135,94,62,51,22,37,25,28,25,27,0,19,11,17
0500000US51530,51530,"Buena Vista city, Virginia",1605,194,44,41,8,13,41,39,0,17,0,17,32,38,19,24,0,17,19,25,159,87,145,93,120,85,74,48,236,130,257,114,204,112,78,58,84,46,36,38,27,33,12,20,10,18,0,17,0,17,0,17,0,17
0500000US51540,51540,"Charlottesville city, Virginia",7735,383,103,54,0,25,58,47,46,32,14,17,15,17,0,25,25,31,7,12,19,21,37,31,37,30,29,30,171,84,206,89,308,102,559,132,1328,192,1283,189,1651,245,705,153,656,122,305,79,97,64,60,39,16,21
